,Category,Time,PdDistrict,Count,DayOfWeek
0,ARSON,00,BAYVIEW,2,Monday
1,ARSON,00,BAYVIEW,2,Saturday
2,ARSON,00,BAYVIEW,1,Tuesday
3,ARSON,00,BAYVIEW,1,Wednesday
4,ARSON,00,CENTRAL,1,Tuesday
5,ARSON,00,CENTRAL,1,Wednesday
6,ARSON,00,INGLESIDE,1,Saturday
7,ARSON,00,INGLESIDE,1,Sunday
8,ARSON,00,MISSION,1,Thursday
9,ARSON,00,NORTHERN,1,Friday
10,ARSON,00,NORTHERN,1,Sunday
11,ARSON,00,PARK,1,Thursday
12,ARSON,00,TENDERLOIN,1,Sunday
13,ARSON,01,BAYVIEW,1,Monday
14,ARSON,01,BAYVIEW,1,Sunday
15,ARSON,01,BAYVIEW,2,Thursday
16,ARSON,01,BAYVIEW,2,Tuesday
17,ARSON,01,CENTRAL,1,Friday
18,ARSON,01,INGLESIDE,1,Wednesday
19,ARSON,01,MISSION,1,Thursday
20,ARSON,01,MISSION,3,Tuesday
21,ARSON,01,NORTHERN,1,Monday
22,ARSON,01,NORTHERN,2,Sunday
23,ARSON,01,RICHMOND,1,Saturday
24,ARSON,01,SOUTHERN,1,Sunday
25,ARSON,01,TARAVAL,1,Monday
26,ARSON,01,TENDERLOIN,1,Wednesday
27,ARSON,02,BAYVIEW,1,Friday
28,ARSON,02,BAYVIEW,1,Monday
29,ARSON,02,BAYVIEW,4,Saturday
30,ARSON,02,BAYVIEW,2,Thursday
31,ARSON,02,BAYVIEW,1,Tuesday
32,ARSON,02,BAYVIEW,1,Wednesday
33,ARSON,02,CENTRAL,3,Tuesday
34,ARSON,02,INGLESIDE,1,Monday
35,ARSON,02,MISSION,2,Friday
36,ARSON,02,MISSION,1,Sunday
37,ARSON,02,MISSION,3,Tuesday
38,ARSON,02,NORTHERN,1,Thursday
39,ARSON,02,SOUTHERN,1,Monday
40,ARSON,02,SOUTHERN,1,Saturday
41,ARSON,02,SOUTHERN,1,Tuesday
42,ARSON,02,TARAVAL,1,Thursday
43,ARSON,02,TARAVAL,1,Wednesday
44,ARSON,03,BAYVIEW,2,Saturday
45,ARSON,03,BAYVIEW,1,Sunday
46,ARSON,03,BAYVIEW,1,Tuesday
47,ARSON,03,CENTRAL,2,Saturday
48,ARSON,03,CENTRAL,3,Thursday
49,ARSON,03,MISSION,2,Friday
50,ARSON,03,MISSION,2,Wednesday
51,ARSON,03,PARK,2,Saturday
52,ARSON,03,SOUTHERN,2,Monday
53,ARSON,03,TARAVAL,1,Wednesday
54,ARSON,04,BAYVIEW,1,Monday
55,ARSON,04,BAYVIEW,1,Saturday
56,ARSON,04,BAYVIEW,1,Thursday
57,ARSON,04,CENTRAL,1,Monday
58,ARSON,04,INGLESIDE,1,Wednesday
59,ARSON,04,MISSION,1,Friday
60,ARSON,04,MISSION,1,Saturday
61,ARSON,04,NORTHERN,1,Monday
62,ARSON,04,PARK,1,Thursday
63,ARSON,04,RICHMOND,1,Thursday
64,ARSON,04,RICHMOND,1,Tuesday
65,ARSON,04,SOUTHERN,2,Friday
66,ARSON,04,SOUTHERN,1,Saturday
67,ARSON,04,SOUTHERN,1,Thursday
68,ARSON,04,TARAVAL,1,Thursday
69,ARSON,04,TENDERLOIN,1,Sunday
70,ARSON,05,BAYVIEW,5,Saturday
71,ARSON,05,BAYVIEW,1,Thursday
72,ARSON,05,BAYVIEW,1,Tuesday
73,ARSON,05,CENTRAL,1,Friday
74,ARSON,05,CENTRAL,1,Wednesday
75,ARSON,05,MISSION,2,Monday
76,ARSON,05,MISSION,1,Tuesday
77,ARSON,05,MISSION,1,Wednesday
78,ARSON,05,NORTHERN,1,Friday
79,ARSON,05,NORTHERN,1,Tuesday
80,ARSON,05,PARK,1,Monday
81,ARSON,05,PARK,2,Thursday
82,ARSON,05,SOUTHERN,1,Wednesday
83,ARSON,05,TARAVAL,1,Tuesday
84,ARSON,06,CENTRAL,1,Saturday
85,ARSON,06,MISSION,2,Monday
86,ARSON,06,MISSION,1,Tuesday
87,ARSON,06,MISSION,1,Wednesday
88,ARSON,06,NORTHERN,1,Monday
89,ARSON,07,CENTRAL,1,Saturday
90,ARSON,07,MISSION,1,Saturday
91,ARSON,07,NORTHERN,3,Wednesday
92,ARSON,07,RICHMOND,1,Saturday
93,ARSON,07,RICHMOND,1,Sunday
94,ARSON,07,RICHMOND,1,Wednesday
95,ARSON,07,SOUTHERN,1,Saturday
96,ARSON,07,TARAVAL,1,Saturday
97,ARSON,07,TENDERLOIN,1,Thursday
98,ARSON,07,TENDERLOIN,2,Wednesday
99,ARSON,08,BAYVIEW,1,Friday
100,ARSON,08,BAYVIEW,1,Sunday
101,ARSON,08,BAYVIEW,1,Wednesday
102,ARSON,08,MISSION,1,Thursday
103,ARSON,08,MISSION,1,Tuesday
104,ARSON,08,NORTHERN,1,Saturday
105,ARSON,08,RICHMOND,1,Wednesday
106,ARSON,08,SOUTHERN,1,Monday
107,ARSON,08,SOUTHERN,1,Sunday
108,ARSON,08,SOUTHERN,1,Thursday
109,ARSON,08,TARAVAL,1,Wednesday
110,ARSON,09,BAYVIEW,1,Thursday
111,ARSON,09,CENTRAL,2,Monday
112,ARSON,09,INGLESIDE,1,Friday
113,ARSON,09,INGLESIDE,1,Wednesday
114,ARSON,09,MISSION,1,Friday
115,ARSON,09,MISSION,1,Saturday
116,ARSON,09,NORTHERN,1,Saturday
117,ARSON,09,SOUTHERN,1,Wednesday
118,ARSON,09,TENDERLOIN,1,Monday
119,ARSON,10,BAYVIEW,1,Friday
120,ARSON,10,PARK,1,Saturday
121,ARSON,10,TENDERLOIN,2,Thursday
122,ARSON,11,BAYVIEW,1,Monday
123,ARSON,11,NORTHERN,1,Monday
124,ARSON,11,NORTHERN,1,Tuesday
125,ARSON,11,SOUTHERN,1,Monday
126,ARSON,11,SOUTHERN,1,Wednesday
127,ARSON,12,INGLESIDE,1,Monday
128,ARSON,12,INGLESIDE,1,Saturday
129,ARSON,12,INGLESIDE,1,Wednesday
130,ARSON,12,MISSION,1,Saturday
131,ARSON,12,MISSION,1,Sunday
132,ARSON,12,SOUTHERN,1,Monday
133,ARSON,12,TARAVAL,1,Saturday
134,ARSON,12,TARAVAL,1,Tuesday
135,ARSON,13,BAYVIEW,1,Monday
136,ARSON,13,BAYVIEW,1,Thursday
137,ARSON,13,BAYVIEW,1,Wednesday
138,ARSON,13,MISSION,1,Thursday
139,ARSON,13,NORTHERN,1,Saturday
140,ARSON,13,SOUTHERN,2,Thursday
141,ARSON,13,SOUTHERN,1,Wednesday
142,ARSON,13,TARAVAL,1,Friday
143,ARSON,14,BAYVIEW,1,Sunday
144,ARSON,14,BAYVIEW,1,Wednesday
145,ARSON,14,CENTRAL,2,Monday
146,ARSON,14,CENTRAL,1,Saturday
147,ARSON,14,INGLESIDE,1,Thursday
148,ARSON,14,INGLESIDE,1,Tuesday
149,ARSON,14,MISSION,1,Monday
150,ARSON,14,MISSION,1,Sunday
151,ARSON,14,SOUTHERN,1,Thursday
152,ARSON,14,TARAVAL,1,Sunday
153,ARSON,15,BAYVIEW,2,Wednesday
154,ARSON,15,CENTRAL,1,Sunday
155,ARSON,15,CENTRAL,1,Thursday
156,ARSON,15,MISSION,1,Friday
157,ARSON,15,NORTHERN,1,Friday
158,ARSON,15,SOUTHERN,1,Tuesday
159,ARSON,15,TARAVAL,1,Wednesday
160,ARSON,16,BAYVIEW,1,Sunday
161,ARSON,16,BAYVIEW,1,Thursday
162,ARSON,16,BAYVIEW,1,Tuesday
163,ARSON,16,BAYVIEW,1,Wednesday
164,ARSON,16,MISSION,1,Wednesday
165,ARSON,16,PARK,1,Monday
166,ARSON,16,SOUTHERN,1,Friday
167,ARSON,16,TARAVAL,1,Thursday
168,ARSON,17,CENTRAL,1,Friday
169,ARSON,17,INGLESIDE,1,Saturday
170,ARSON,17,INGLESIDE,1,Sunday
171,ARSON,17,NORTHERN,1,Friday
172,ARSON,17,RICHMOND,2,Monday
173,ARSON,17,RICHMOND,1,Sunday
174,ARSON,17,SOUTHERN,1,Monday
175,ARSON,17,SOUTHERN,1,Tuesday
176,ARSON,17,TENDERLOIN,2,Thursday
177,ARSON,18,BAYVIEW,1,Friday
178,ARSON,18,BAYVIEW,1,Sunday
179,ARSON,18,BAYVIEW,1,Wednesday
180,ARSON,18,CENTRAL,1,Thursday
181,ARSON,18,INGLESIDE,2,Monday
182,ARSON,18,MISSION,1,Wednesday
183,ARSON,18,PARK,1,Friday
184,ARSON,18,TARAVAL,1,Sunday
185,ARSON,19,BAYVIEW,1,Friday
186,ARSON,19,BAYVIEW,1,Tuesday
187,ARSON,19,CENTRAL,1,Wednesday
188,ARSON,19,INGLESIDE,1,Tuesday
189,ARSON,19,MISSION,1,Saturday
190,ARSON,19,NORTHERN,1,Thursday
191,ARSON,19,PARK,1,Sunday
192,ARSON,19,RICHMOND,1,Saturday
193,ARSON,19,SOUTHERN,1,Sunday
194,ARSON,19,SOUTHERN,1,Thursday
195,ARSON,19,SOUTHERN,1,Tuesday
196,ARSON,20,BAYVIEW,2,Friday
197,ARSON,20,BAYVIEW,1,Saturday
198,ARSON,20,BAYVIEW,1,Thursday
199,ARSON,20,BAYVIEW,1,Tuesday
200,ARSON,20,INGLESIDE,1,Friday
201,ARSON,20,INGLESIDE,1,Saturday
202,ARSON,20,MISSION,1,Monday
203,ARSON,20,PARK,1,Wednesday
204,ARSON,20,SOUTHERN,1,Friday
205,ARSON,20,TARAVAL,1,Friday
206,ARSON,20,TARAVAL,1,Saturday
207,ARSON,20,TARAVAL,1,Tuesday
208,ARSON,21,BAYVIEW,1,Monday
209,ARSON,21,BAYVIEW,1,Tuesday
210,ARSON,21,CENTRAL,1,Thursday
211,ARSON,21,INGLESIDE,1,Thursday
212,ARSON,21,MISSION,2,Friday
213,ARSON,21,NORTHERN,1,Friday
214,ARSON,21,NORTHERN,1,Tuesday
215,ARSON,21,PARK,1,Saturday
216,ARSON,21,RICHMOND,1,Friday
217,ARSON,21,TENDERLOIN,1,Monday
218,ARSON,22,BAYVIEW,1,Friday
219,ARSON,22,BAYVIEW,1,Monday
220,ARSON,22,MISSION,1,Saturday
221,ARSON,22,MISSION,1,Sunday
222,ARSON,22,NORTHERN,1,Monday
223,ARSON,22,NORTHERN,1,Thursday
224,ARSON,22,RICHMOND,1,Friday
225,ARSON,22,RICHMOND,1,Sunday
226,ARSON,22,SOUTHERN,1,Thursday
227,ARSON,23,BAYVIEW,1,Friday
228,ARSON,23,BAYVIEW,1,Sunday
229,ARSON,23,BAYVIEW,1,Thursday
230,ARSON,23,BAYVIEW,1,Wednesday
231,ARSON,23,CENTRAL,1,Friday
232,ARSON,23,CENTRAL,1,Monday
233,ARSON,23,INGLESIDE,1,Friday
234,ARSON,23,INGLESIDE,1,Sunday
235,ARSON,23,MISSION,1,Monday
236,ARSON,23,MISSION,1,Wednesday
237,ARSON,23,NORTHERN,1,Tuesday
238,ARSON,23,NORTHERN,1,Wednesday
239,ARSON,23,SOUTHERN,1,Tuesday
240,ARSON,23,TENDERLOIN,1,Monday
241,ASSAULT,00,BAYVIEW,9,Friday
242,ASSAULT,00,BAYVIEW,6,Monday
243,ASSAULT,00,BAYVIEW,9,Saturday
244,ASSAULT,00,BAYVIEW,20,Sunday
245,ASSAULT,00,BAYVIEW,11,Thursday
246,ASSAULT,00,BAYVIEW,7,Tuesday
247,ASSAULT,00,BAYVIEW,12,Wednesday
248,ASSAULT,00,CENTRAL,10,Friday
249,ASSAULT,00,CENTRAL,17,Monday
250,ASSAULT,00,CENTRAL,15,Saturday
251,ASSAULT,00,CENTRAL,7,Sunday
252,ASSAULT,00,CENTRAL,8,Thursday
253,ASSAULT,00,CENTRAL,7,Tuesday
254,ASSAULT,00,CENTRAL,11,Wednesday
255,ASSAULT,00,INGLESIDE,10,Friday
256,ASSAULT,00,INGLESIDE,12,Monday
257,ASSAULT,00,INGLESIDE,8,Saturday
258,ASSAULT,00,INGLESIDE,11,Sunday
259,ASSAULT,00,INGLESIDE,9,Thursday
260,ASSAULT,00,INGLESIDE,15,Tuesday
261,ASSAULT,00,INGLESIDE,8,Wednesday
262,ASSAULT,00,MISSION,11,Friday
263,ASSAULT,00,MISSION,13,Monday
264,ASSAULT,00,MISSION,20,Saturday
265,ASSAULT,00,MISSION,19,Sunday
266,ASSAULT,00,MISSION,4,Thursday
267,ASSAULT,00,MISSION,10,Tuesday
268,ASSAULT,00,MISSION,14,Wednesday
269,ASSAULT,00,NORTHERN,9,Friday
270,ASSAULT,00,NORTHERN,9,Monday
271,ASSAULT,00,NORTHERN,18,Saturday
272,ASSAULT,00,NORTHERN,18,Sunday
273,ASSAULT,00,NORTHERN,9,Thursday
274,ASSAULT,00,NORTHERN,7,Tuesday
275,ASSAULT,00,NORTHERN,13,Wednesday
276,ASSAULT,00,PARK,3,Friday
277,ASSAULT,00,PARK,4,Monday
278,ASSAULT,00,PARK,6,Saturday
279,ASSAULT,00,PARK,3,Sunday
280,ASSAULT,00,PARK,3,Thursday
281,ASSAULT,00,PARK,7,Wednesday
282,ASSAULT,00,RICHMOND,6,Friday
283,ASSAULT,00,RICHMOND,1,Monday
284,ASSAULT,00,RICHMOND,6,Saturday
285,ASSAULT,00,RICHMOND,5,Sunday
286,ASSAULT,00,RICHMOND,5,Thursday
287,ASSAULT,00,RICHMOND,1,Tuesday
288,ASSAULT,00,RICHMOND,4,Wednesday
289,ASSAULT,00,SOUTHERN,17,Friday
290,ASSAULT,00,SOUTHERN,13,Monday
291,ASSAULT,00,SOUTHERN,22,Saturday
292,ASSAULT,00,SOUTHERN,14,Sunday
293,ASSAULT,00,SOUTHERN,14,Thursday
294,ASSAULT,00,SOUTHERN,14,Tuesday
295,ASSAULT,00,SOUTHERN,15,Wednesday
296,ASSAULT,00,TARAVAL,4,Friday
297,ASSAULT,00,TARAVAL,1,Monday
298,ASSAULT,00,TARAVAL,6,Saturday
299,ASSAULT,00,TARAVAL,5,Sunday
300,ASSAULT,00,TARAVAL,13,Thursday
301,ASSAULT,00,TARAVAL,11,Tuesday
302,ASSAULT,00,TARAVAL,3,Wednesday
303,ASSAULT,00,TENDERLOIN,8,Friday
304,ASSAULT,00,TENDERLOIN,7,Monday
305,ASSAULT,00,TENDERLOIN,14,Saturday
306,ASSAULT,00,TENDERLOIN,7,Sunday
307,ASSAULT,00,TENDERLOIN,5,Thursday
308,ASSAULT,00,TENDERLOIN,8,Tuesday
309,ASSAULT,00,TENDERLOIN,9,Wednesday
310,ASSAULT,01,BAYVIEW,4,Friday
311,ASSAULT,01,BAYVIEW,4,Monday
312,ASSAULT,01,BAYVIEW,10,Saturday
313,ASSAULT,01,BAYVIEW,10,Sunday
314,ASSAULT,01,BAYVIEW,3,Thursday
315,ASSAULT,01,BAYVIEW,16,Tuesday
316,ASSAULT,01,BAYVIEW,9,Wednesday
317,ASSAULT,01,CENTRAL,6,Friday
318,ASSAULT,01,CENTRAL,8,Monday
319,ASSAULT,01,CENTRAL,17,Saturday
320,ASSAULT,01,CENTRAL,17,Sunday
321,ASSAULT,01,CENTRAL,5,Thursday
322,ASSAULT,01,CENTRAL,7,Tuesday
323,ASSAULT,01,CENTRAL,4,Wednesday
324,ASSAULT,01,INGLESIDE,6,Friday
325,ASSAULT,01,INGLESIDE,3,Monday
326,ASSAULT,01,INGLESIDE,15,Saturday
327,ASSAULT,01,INGLESIDE,15,Sunday
328,ASSAULT,01,INGLESIDE,2,Thursday
329,ASSAULT,01,INGLESIDE,9,Tuesday
330,ASSAULT,01,INGLESIDE,4,Wednesday
331,ASSAULT,01,MISSION,13,Friday
332,ASSAULT,01,MISSION,17,Monday
333,ASSAULT,01,MISSION,23,Saturday
334,ASSAULT,01,MISSION,32,Sunday
335,ASSAULT,01,MISSION,16,Thursday
336,ASSAULT,01,MISSION,11,Tuesday
337,ASSAULT,01,MISSION,5,Wednesday
338,ASSAULT,01,NORTHERN,13,Friday
339,ASSAULT,01,NORTHERN,9,Monday
340,ASSAULT,01,NORTHERN,40,Saturday
341,ASSAULT,01,NORTHERN,20,Sunday
342,ASSAULT,01,NORTHERN,5,Thursday
343,ASSAULT,01,NORTHERN,4,Tuesday
344,ASSAULT,01,NORTHERN,3,Wednesday
345,ASSAULT,01,PARK,1,Monday
346,ASSAULT,01,PARK,2,Saturday
347,ASSAULT,01,PARK,3,Sunday
348,ASSAULT,01,PARK,2,Thursday
349,ASSAULT,01,PARK,7,Tuesday
350,ASSAULT,01,PARK,5,Wednesday
351,ASSAULT,01,RICHMOND,5,Friday
352,ASSAULT,01,RICHMOND,1,Monday
353,ASSAULT,01,RICHMOND,3,Saturday
354,ASSAULT,01,RICHMOND,2,Sunday
355,ASSAULT,01,RICHMOND,1,Thursday
356,ASSAULT,01,RICHMOND,5,Tuesday
357,ASSAULT,01,SOUTHERN,13,Friday
358,ASSAULT,01,SOUTHERN,4,Monday
359,ASSAULT,01,SOUTHERN,20,Saturday
360,ASSAULT,01,SOUTHERN,32,Sunday
361,ASSAULT,01,SOUTHERN,5,Thursday
362,ASSAULT,01,SOUTHERN,4,Tuesday
363,ASSAULT,01,SOUTHERN,8,Wednesday
364,ASSAULT,01,TARAVAL,7,Friday
365,ASSAULT,01,TARAVAL,3,Monday
366,ASSAULT,01,TARAVAL,6,Saturday
367,ASSAULT,01,TARAVAL,6,Sunday
368,ASSAULT,01,TARAVAL,3,Thursday
369,ASSAULT,01,TARAVAL,3,Tuesday
370,ASSAULT,01,TARAVAL,2,Wednesday
371,ASSAULT,01,TENDERLOIN,2,Friday
372,ASSAULT,01,TENDERLOIN,6,Monday
373,ASSAULT,01,TENDERLOIN,9,Saturday
374,ASSAULT,01,TENDERLOIN,13,Sunday
375,ASSAULT,01,TENDERLOIN,9,Thursday
376,ASSAULT,01,TENDERLOIN,4,Tuesday
377,ASSAULT,01,TENDERLOIN,4,Wednesday
378,ASSAULT,02,BAYVIEW,6,Friday
379,ASSAULT,02,BAYVIEW,7,Monday
380,ASSAULT,02,BAYVIEW,15,Saturday
381,ASSAULT,02,BAYVIEW,10,Sunday
382,ASSAULT,02,BAYVIEW,4,Thursday
383,ASSAULT,02,BAYVIEW,3,Tuesday
384,ASSAULT,02,BAYVIEW,6,Wednesday
385,ASSAULT,02,CENTRAL,6,Friday
386,ASSAULT,02,CENTRAL,9,Monday
387,ASSAULT,02,CENTRAL,26,Saturday
388,ASSAULT,02,CENTRAL,22,Sunday
389,ASSAULT,02,CENTRAL,2,Thursday
390,ASSAULT,02,CENTRAL,4,Tuesday
391,ASSAULT,02,CENTRAL,6,Wednesday
392,ASSAULT,02,INGLESIDE,5,Friday
393,ASSAULT,02,INGLESIDE,8,Monday
394,ASSAULT,02,INGLESIDE,17,Saturday
395,ASSAULT,02,INGLESIDE,13,Sunday
396,ASSAULT,02,INGLESIDE,4,Thursday
397,ASSAULT,02,INGLESIDE,4,Tuesday
398,ASSAULT,02,INGLESIDE,1,Wednesday
399,ASSAULT,02,MISSION,19,Friday
400,ASSAULT,02,MISSION,13,Monday
401,ASSAULT,02,MISSION,21,Saturday
402,ASSAULT,02,MISSION,20,Sunday
403,ASSAULT,02,MISSION,9,Thursday
404,ASSAULT,02,MISSION,9,Tuesday
405,ASSAULT,02,MISSION,10,Wednesday
406,ASSAULT,02,NORTHERN,10,Friday
407,ASSAULT,02,NORTHERN,5,Monday
408,ASSAULT,02,NORTHERN,19,Saturday
409,ASSAULT,02,NORTHERN,22,Sunday
410,ASSAULT,02,NORTHERN,3,Thursday
411,ASSAULT,02,NORTHERN,5,Tuesday
412,ASSAULT,02,NORTHERN,1,Wednesday
413,ASSAULT,02,PARK,1,Friday
414,ASSAULT,02,PARK,2,Saturday
415,ASSAULT,02,PARK,4,Sunday
416,ASSAULT,02,PARK,2,Thursday
417,ASSAULT,02,PARK,2,Tuesday
418,ASSAULT,02,PARK,1,Wednesday
419,ASSAULT,02,RICHMOND,2,Friday
420,ASSAULT,02,RICHMOND,3,Saturday
421,ASSAULT,02,RICHMOND,3,Sunday
422,ASSAULT,02,RICHMOND,2,Thursday
423,ASSAULT,02,RICHMOND,1,Tuesday
424,ASSAULT,02,SOUTHERN,7,Friday
425,ASSAULT,02,SOUTHERN,21,Monday
426,ASSAULT,02,SOUTHERN,27,Saturday
427,ASSAULT,02,SOUTHERN,33,Sunday
428,ASSAULT,02,SOUTHERN,8,Thursday
429,ASSAULT,02,SOUTHERN,7,Tuesday
430,ASSAULT,02,SOUTHERN,6,Wednesday
431,ASSAULT,02,TARAVAL,1,Friday
432,ASSAULT,02,TARAVAL,2,Monday
433,ASSAULT,02,TARAVAL,5,Saturday
434,ASSAULT,02,TARAVAL,8,Sunday
435,ASSAULT,02,TARAVAL,2,Thursday
436,ASSAULT,02,TARAVAL,1,Wednesday
437,ASSAULT,02,TENDERLOIN,8,Friday
438,ASSAULT,02,TENDERLOIN,7,Monday
439,ASSAULT,02,TENDERLOIN,4,Saturday
440,ASSAULT,02,TENDERLOIN,7,Sunday
441,ASSAULT,02,TENDERLOIN,6,Thursday
442,ASSAULT,02,TENDERLOIN,6,Tuesday
443,ASSAULT,02,TENDERLOIN,4,Wednesday
444,ASSAULT,03,BAYVIEW,7,Friday
445,ASSAULT,03,BAYVIEW,6,Monday
446,ASSAULT,03,BAYVIEW,12,Saturday
447,ASSAULT,03,BAYVIEW,9,Sunday
448,ASSAULT,03,BAYVIEW,7,Thursday
449,ASSAULT,03,BAYVIEW,5,Tuesday
450,ASSAULT,03,BAYVIEW,5,Wednesday
451,ASSAULT,03,CENTRAL,8,Friday
452,ASSAULT,03,CENTRAL,1,Monday
453,ASSAULT,03,CENTRAL,9,Saturday
454,ASSAULT,03,CENTRAL,5,Sunday
455,ASSAULT,03,CENTRAL,4,Thursday
456,ASSAULT,03,CENTRAL,5,Tuesday
457,ASSAULT,03,CENTRAL,1,Wednesday
458,ASSAULT,03,INGLESIDE,6,Friday
459,ASSAULT,03,INGLESIDE,5,Monday
460,ASSAULT,03,INGLESIDE,11,Saturday
461,ASSAULT,03,INGLESIDE,9,Sunday
462,ASSAULT,03,INGLESIDE,4,Thursday
463,ASSAULT,03,INGLESIDE,2,Tuesday
464,ASSAULT,03,INGLESIDE,2,Wednesday
465,ASSAULT,03,MISSION,7,Friday
466,ASSAULT,03,MISSION,8,Monday
467,ASSAULT,03,MISSION,7,Saturday
468,ASSAULT,03,MISSION,9,Sunday
469,ASSAULT,03,MISSION,6,Thursday
470,ASSAULT,03,MISSION,4,Tuesday
471,ASSAULT,03,MISSION,10,Wednesday
472,ASSAULT,03,NORTHERN,5,Friday
473,ASSAULT,03,NORTHERN,4,Monday
474,ASSAULT,03,NORTHERN,11,Saturday
475,ASSAULT,03,NORTHERN,7,Sunday
476,ASSAULT,03,NORTHERN,5,Thursday
477,ASSAULT,03,NORTHERN,4,Tuesday
478,ASSAULT,03,NORTHERN,2,Wednesday
479,ASSAULT,03,PARK,1,Sunday
480,ASSAULT,03,PARK,1,Thursday
481,ASSAULT,03,RICHMOND,2,Friday
482,ASSAULT,03,RICHMOND,1,Thursday
483,ASSAULT,03,RICHMOND,1,Tuesday
484,ASSAULT,03,RICHMOND,1,Wednesday
485,ASSAULT,03,SOUTHERN,5,Friday
486,ASSAULT,03,SOUTHERN,10,Monday
487,ASSAULT,03,SOUTHERN,10,Saturday
488,ASSAULT,03,SOUTHERN,7,Sunday
489,ASSAULT,03,SOUTHERN,5,Thursday
490,ASSAULT,03,SOUTHERN,4,Tuesday
491,ASSAULT,03,SOUTHERN,2,Wednesday
492,ASSAULT,03,TARAVAL,3,Friday
493,ASSAULT,03,TARAVAL,5,Monday
494,ASSAULT,03,TARAVAL,4,Saturday
495,ASSAULT,03,TARAVAL,2,Sunday
496,ASSAULT,03,TARAVAL,2,Thursday
497,ASSAULT,03,TARAVAL,1,Tuesday
498,ASSAULT,03,TARAVAL,3,Wednesday
499,ASSAULT,03,TENDERLOIN,7,Friday
500,ASSAULT,03,TENDERLOIN,6,Monday
501,ASSAULT,03,TENDERLOIN,5,Saturday
502,ASSAULT,03,TENDERLOIN,7,Sunday
503,ASSAULT,03,TENDERLOIN,1,Thursday
504,ASSAULT,03,TENDERLOIN,5,Tuesday
505,ASSAULT,03,TENDERLOIN,4,Wednesday
506,ASSAULT,04,BAYVIEW,3,Friday
507,ASSAULT,04,BAYVIEW,9,Monday
508,ASSAULT,04,BAYVIEW,5,Saturday
509,ASSAULT,04,BAYVIEW,7,Sunday
510,ASSAULT,04,BAYVIEW,5,Thursday
511,ASSAULT,04,BAYVIEW,4,Tuesday
512,ASSAULT,04,BAYVIEW,3,Wednesday
513,ASSAULT,04,CENTRAL,1,Friday
514,ASSAULT,04,CENTRAL,2,Saturday
515,ASSAULT,04,CENTRAL,3,Sunday
516,ASSAULT,04,CENTRAL,1,Tuesday
517,ASSAULT,04,CENTRAL,2,Wednesday
518,ASSAULT,04,INGLESIDE,1,Friday
519,ASSAULT,04,INGLESIDE,7,Monday
520,ASSAULT,04,INGLESIDE,6,Saturday
521,ASSAULT,04,INGLESIDE,1,Sunday
522,ASSAULT,04,INGLESIDE,1,Thursday
523,ASSAULT,04,INGLESIDE,2,Wednesday
524,ASSAULT,04,MISSION,4,Friday
525,ASSAULT,04,MISSION,3,Monday
526,ASSAULT,04,MISSION,7,Saturday
527,ASSAULT,04,MISSION,4,Sunday
528,ASSAULT,04,MISSION,3,Thursday
529,ASSAULT,04,MISSION,4,Tuesday
530,ASSAULT,04,MISSION,6,Wednesday
531,ASSAULT,04,NORTHERN,2,Friday
532,ASSAULT,04,NORTHERN,6,Monday
533,ASSAULT,04,NORTHERN,3,Saturday
534,ASSAULT,04,NORTHERN,5,Sunday
535,ASSAULT,04,NORTHERN,4,Thursday
536,ASSAULT,04,NORTHERN,4,Wednesday
537,ASSAULT,04,PARK,3,Monday
538,ASSAULT,04,PARK,2,Sunday
539,ASSAULT,04,PARK,1,Thursday
540,ASSAULT,04,PARK,1,Tuesday
541,ASSAULT,04,PARK,1,Wednesday
542,ASSAULT,04,RICHMOND,3,Saturday
543,ASSAULT,04,RICHMOND,2,Sunday
544,ASSAULT,04,RICHMOND,2,Thursday
545,ASSAULT,04,SOUTHERN,6,Friday
546,ASSAULT,04,SOUTHERN,2,Monday
547,ASSAULT,04,SOUTHERN,6,Saturday
548,ASSAULT,04,SOUTHERN,4,Sunday
549,ASSAULT,04,SOUTHERN,2,Thursday
550,ASSAULT,04,SOUTHERN,6,Tuesday
551,ASSAULT,04,SOUTHERN,6,Wednesday
552,ASSAULT,04,TARAVAL,3,Friday
553,ASSAULT,04,TARAVAL,3,Saturday
554,ASSAULT,04,TARAVAL,2,Sunday
555,ASSAULT,04,TARAVAL,2,Thursday
556,ASSAULT,04,TARAVAL,4,Tuesday
557,ASSAULT,04,TENDERLOIN,1,Friday
558,ASSAULT,04,TENDERLOIN,2,Monday
559,ASSAULT,04,TENDERLOIN,3,Saturday
560,ASSAULT,04,TENDERLOIN,3,Sunday
561,ASSAULT,04,TENDERLOIN,9,Thursday
562,ASSAULT,04,TENDERLOIN,4,Tuesday
563,ASSAULT,04,TENDERLOIN,3,Wednesday
564,ASSAULT,05,BAYVIEW,1,Friday
565,ASSAULT,05,BAYVIEW,5,Monday
566,ASSAULT,05,BAYVIEW,2,Saturday
567,ASSAULT,05,BAYVIEW,1,Sunday
568,ASSAULT,05,BAYVIEW,2,Thursday
569,ASSAULT,05,BAYVIEW,1,Tuesday
570,ASSAULT,05,BAYVIEW,4,Wednesday
571,ASSAULT,05,CENTRAL,4,Friday
572,ASSAULT,05,CENTRAL,1,Saturday
573,ASSAULT,05,CENTRAL,3,Thursday
574,ASSAULT,05,CENTRAL,3,Tuesday
575,ASSAULT,05,INGLESIDE,5,Friday
